SuspectID,CaseID,Name,Age,Gender,Arrested,Convicted
S2016,C2302,Kristen Ruiz,68,Male,Yes,Yes
S2017,C1228,Louis Stone,22,Female,No,No
S2018,C1354,Tracy Newton,50,Male,No,Yes
S2019,C1864,David Murphy,43,Female,Yes,No
S2020,C1214,Anna Moore,29,Male,No,No
S2021,C1797,Nicole Morales,19,Female,Yes,No
S2022,C2471,Ashley Wilson,52,Female,Yes,Yes
S2023,C2768,Michelle Davis,52,Female,No,No
S2024,C2268,Casey Cortez,37,Male,No,No
S2025,C1790,Molly Mccarthy,19,Female,Yes,No
S2026,C1476,Casey Roberts,21,Female,Yes,No
S2027,C1089,Antonio Nash,67,Male,Yes,Yes
S2028,C2390,Jeffrey Le,45,Female,No,Yes
S2029,C1497,Barbara Owen,57,Female,Yes,Yes
S2030,C2217,James Simmons,38,Male,No,No
S2031,C1149,Carol Novak,34,Female,No,Yes
S2032,C2088,Vincent Jones,38,Male,No,No
S2033,C1959,Dennis Roberts,24,Female,No,Yes
S2034,C1034,Eric Johnson,26,Female,Yes,Yes
S2035,C1006,Robert Kelly,33,Female,No,Yes
S2036,C1708,Tina Miller,67,Female,Yes,No
S2037,C1124,Dr. Mary Conway MD,68,Male,No,No
S2038,C1371,Michael Moody,45,Female,Yes,No
S2039,C2010,Kaitlin Webb,23,Male,No,Yes
S2040,C2626,William Thomas,39,Female,No,No
S2041,C1263,Jessica Collins,68,Female,No,Yes
S2042,C1113,Jerry Sanders,67,Female,No,Yes
S2043,C2502,Angela Thompson,63,Female,No,Yes
S2044,C2698,Charles Charles,24,Male,No,Yes
S2045,C2657,Katie Booth,40,Male,Yes,No
S2046,C1051,Natalie Williams,24,Female,No,Yes
S2047,C2843,Carolyn Cohen,68,Female,No,No
S2048,C2219,Kathleen Lowe,45,Male,Yes,Yes
S2049,C2889,Philip Petersen,40,Female,No,Yes
S2050,C1881,Beverly Bender,25,Male,No,Yes
S2051,C2624,Katelyn Baxter,51,Female,Yes,No
S2052,C1469,Ryan Mayer,36,Male,Yes,No
S2053,C2239,Heidi Lopez,50,Male,No,No
S2054,C1227,Keith Wolf,68,Male,Yes,No
S2055,C1169,Kelly Adams,27,Male,No,No
S2056,C2581,Christian Porter,53,Female,No,No
S2057,C1591,Carrie Garcia,46,Male,Yes,Yes
S2058,C1995,Amanda Ellison MD,35,Female,No,Yes
S2059,C2380,Jaime Castro,41,Male,Yes,No
S2060,C1585,Sara Hill,45,Female,No,Yes
S2061,C1915,Elizabeth Cook,46,Male,No,Yes
S2062,C2523,Pamela Stevens,34,Female,No,No
S2063,C2912,Jordan Haley,34,Female,No,No
S2064,C2266,George Thomas,62,Female,No,Yes
S2065,C2765,Cody Williams,64,Male,Yes,No
S2066,C2707,Sandra Nelson,32,Male,Yes,Yes
S2067,C1195,Sarah Callahan,49,Female,No,No
S2068,C1727,Tina Carlson,41,Female,No,No
S2069,C2955,Daniel Mercer,64,Female,Yes,No
S2070,C1051,Darlene Cardenas,20,Female,Yes,Yes
S2071,C2924,Terry Parks,44,Female,Yes,No
S2072,C2382,Nathan Ramirez,60,Female,Yes,Yes
S2073,C1387,Justin Coleman,27,Male,No,Yes
S2074,C2698,Christina Bell,66,Male,No,No
S2075,C1836,Jonathan Maldonado,59,Female,Yes,Yes
S2076,C1293,James Oliver,59,Male,No,No
S2077,C1633,Edward Arnold,65,Female,Yes,Yes
S2078,C1642,George Kerr,25,Male,Yes,Yes
S2079,C2949,Jimmy Cuevas,26,Male,No,Yes
S2080,C1552,Lisa Velazquez,57,Male,No,Yes
S2081,C2619,Shawn Hayes,50,Male,Yes,No
S2082,C1003,Jennifer Hawkins,27,Female,No,No
S2083,C1676,Hannah Avila,61,Female,No,No
S2084,C2411,Robert Mccormick,70,Male,Yes,Yes
S2085,C1787,Jessica Mendez,28,Male,No,Yes
S2086,C1096,Samantha Adams,67,Female,No,No
S2087,C1486,David Robinson,61,Male,No,No
S2088,C1908,Mark Travis,21,Female,Yes,No
S2089,C1858,Robert Mccall MD,64,Male,No,Yes
S2090,C1265,David Johnson,59,Male,Yes,Yes
S2091,C1729,Jason Garcia,22,Male,Yes,Yes
S2092,C1638,Frank Golden,27,Female,Yes,Yes
S2093,C2377,Megan Marshall,32,Female,No,Yes
S2094,C2912,Marco Hansen,34,Female,Yes,Yes
S2095,C1255,Donald Jones,43,Male,No,Yes
S2096,C1571,Kevin Green,48,Female,Yes,No
S2097,C2167,Nancy Shelton,60,Female,No,Yes
S2098,C2649,Rachel Moreno,27,Female,No,Yes
S2099,C1455,Chloe White,19,Female,Yes,No
S2100,C1352,Joseph Avery,30,Female,No,Yes
S2101,C1169,Richard Johnson,62,Female,Yes,Yes
S2102,C1176,Jessica Smith,66,Male,Yes,Yes
S2103,C2990,Renee Casey MD,55,Male,No,Yes
S2104,C1010,Denise Griffin,25,Female,Yes,Yes
S2105,C2297,Adrian Jacobs,51,Female,Yes,Yes
S2106,C2584,Elizabeth Robinson,70,Male,No,No
S2107,C1968,Alfred Gutierrez,21,Male,No,No
S2108,C2494,John Peck,44,Male,Yes,Yes
S2109,C2060,Michael Bates,31,Female,Yes,Yes
S2110,C1204,Erika Brown,46,Male,Yes,Yes
S2111,C1407,Craig Bradley,34,Female,Yes,No
S2112,C2194,Lindsay Phillips,65,Female,No,Yes
S2113,C2672,Ryan Farmer,22,Female,Yes,No
S2114,C1477,Michelle Allen,67,Male,Yes,No
S2115,C1190,Aimee Flores,54,Female,No,No
S2116,C1765,Donald Salas,38,Male,Yes,Yes
S2117,C1429,Leah Short,39,Female,Yes,No
S2118,C1692,Jeremy Robinson,39,Male,Yes,Yes
S2119,C2248,Dr. Edward Black,39,Male,No,No
S2120,C2967,Sarah Horn,45,Female,No,No
S2121,C1003,Laura Bright,18,Male,No,No
S2122,C2429,Dr. Bruce Morales,59,Male,Yes,Yes
S2123,C2414,Kelly Garcia,36,Male,Yes,Yes
S2124,C1968,David Moran,47,Female,No,No
S2125,C1839,Dana Nolan,45,Female,No,Yes
S2126,C2776,Brenda Jimenez,51,Male,No,No
S2127,C2869,Thomas Knight,69,Male,No,No
S2128,C1715,Mike Santiago,64,Female,No,Yes
S2129,C1137,Colton Turner,48,Male,No,No
S2130,C1338,Jesus Mitchell,28,Female,No,No
S2131,C2713,Dr. Jamie Cochran,57,Female,Yes,Yes
S2132,C2213,Sergio Anderson,43,Male,Yes,Yes
S2133,C2475,James Smith,18,Male,Yes,Yes
S2134,C1366,Jaime Sullivan,49,Female,Yes,Yes
S2135,C1848,Dalton Woods,26,Male,No,No
S2136,C2267,Alyssa Gonzales,55,Female,Yes,Yes
S2137,C2748,Rachel Cooper,54,Male,No,Yes
S2138,C1548,Alison Smith,27,Male,No,Yes
S2139,C1428,Bradley Williams,67,Male,No,Yes
S2140,C2248,Alexis Copeland,57,Male,Yes,No
S2141,C2191,Alexander Garcia,44,Male,No,Yes
S2142,C2657,Michelle Holmes,43,Male,Yes,Yes
S2143,C2280,Oscar Vazquez,61,Male,Yes,No
S2144,C2812,Greg Johnson,49,Female,No,Yes
S2145,C2575,Erica Rice,30,Male,No,No
S2146,C2188,Pamela Horn,66,Female,No,Yes
S2147,C2879,Carolyn Bradford,62,Female,No,Yes
S2148,C1320,Corey Mcdaniel,25,Male,No,No
S2149,C1253,Mark Lee,54,Male,Yes,No
S2150,C2299,Fred Williams,48,Female,Yes,Yes
S2151,C2684,Patrick Wise,52,Male,No,No
S2152,C2641,Jon Logan,32,Female,No,Yes
S2153,C1410,Daniel Hutchinson,28,Female,Yes,No
S2154,C1930,Steven Savage,19,Male,Yes,Yes
S2155,C2089,Eric Williams,25,Female,No,No
S2156,C1526,Karen Carpenter,70,Male,Yes,No
S2157,C2542,Kevin Klein,39,Female,No,No
S2158,C2644,Tyler Reyes,51,Male,No,No
S2159,C2810,Colleen Hubbard,60,Female,No,No
S2160,C1394,Justin Cole,65,Male,Yes,No
S2161,C1309,Traci Martin,20,Male,Yes,No
S2162,C2886,Michele Robertson,53,Male,No,Yes
S2163,C2846,Ryan Bautista,18,Female,No,No
S2164,C1338,Rhonda Edwards,55,Female,Yes,Yes
S2165,C1361,Thomas Stephens,64,Male,Yes,Yes
S2166,C2036,Frederick Williams,35,Male,Yes,No
S2167,C1094,Dr. Paul Summers MD,55,Female,Yes,No
S2168,C2379,Steven Hines,70,Male,No,No
S2169,C2154,Sharon Soto,34,Male,No,Yes
S2170,C2947,Jessica Herrera,47,Male,No,Yes
S2171,C1782,Hailey White,53,Female,Yes,No
S2172,C1679,Rachel Dickerson,20,Female,No,Yes
S2173,C1377,Teresa Fritz,25,Male,No,Yes
S2174,C2635,Frederick Green,63,Male,No,No
S2175,C1109,Lori Williams,29,Female,No,Yes
S2176,C2730,Antonio Herring,49,Female,No,Yes
S2177,C2200,Aimee Robinson,34,Male,No,Yes
S2178,C2739,Sara Leach,51,Female,Yes,No
S2179,C2491,Aaron Freeman,39,Female,No,No
S2180,C2193,Vickie Brown,41,Female,Yes,Yes
S2181,C2234,Beverly Williamson,18,Female,Yes,No
S2182,C2154,Brett Taylor,32,Female,No,No
S2183,C1810,John Austin,33,Female,No,Yes
S2184,C2153,Cody Herring,47,Female,Yes,Yes
S2185,C1901,Edward Jensen,67,Female,No,No
S2186,C1041,Kimberly Jones,43,Male,No,No
S2187,C1007,Sarah Watkins MD,56,Female,No,Yes
S2188,C2039,Luis Sanders,53,Male,No,Yes
S2189,C2467,Michael Diaz,53,Female,Yes,Yes
S2190,C1477,Nancy Bentley,41,Female,Yes,Yes
S2191,C1100,Sarah Webb,70,Female,No,No
S2192,C1829,Adam Cook,51,Male,No,Yes
S2193,C1451,Howard Barnett,28,Female,No,No
S2194,C2870,Pamela Torres,60,Male,No,No
S2195,C1192,John Calhoun,31,Male,Yes,No
S2196,C1469,Brenda Rodriguez MD,68,Male,No,Yes
S2197,C1288,Jon Johnson,49,Female,No,Yes
S2198,C1233,Laura Lopez,33,Female,No,No
S2199,C2278,Richard Shaw,60,Female,Yes,No
S2200,C2753,Mary Evans,25,Female,Yes,No
S2201,C2577,Deborah Diaz,44,Male,Yes,Yes
S2202,C2410,Michael Delacruz,40,Female,Yes,Yes
S2203,C2979,Mia Watson,44,Female,No,Yes
S2204,C2298,Anthony Alexander,68,Male,Yes,Yes
S2205,C1055,Christian Moran,54,Female,No,Yes
S2206,C2968,Rebecca Forbes,38,Male,No,Yes
S2207,C1302,Terry Meadows,60,Female,Yes,Yes
S2208,C1568,Anna Taylor,21,Female,No,Yes
S2209,C2195,Carmen Macias,66,Male,No,No
S2210,C2105,Jonathan Wright,49,Female,No,Yes
S2211,C2204,Donna Bennett,28,Female,Yes,Yes
S2212,C2134,Ms. Tina Johnson,43,Male,No,Yes
S2213,C2957,Nathaniel Kelly,44,Male,Yes,No
S2214,C1721,Breanna Webster,52,Female,Yes,Yes
S2215,C2442,Anna Washington,21,Female,No,No
S2216,C2519,Robert Aguilar,34,Female,No,Yes
S2217,C1701,Carrie Mcgrath,42,Male,Yes,No
S2218,C2431,Angela King,67,Male,No,No
S2219,C2039,Amanda Sullivan,30,Male,No,Yes
S2220,C2429,Deborah Gutierrez,63,Female,Yes,No
S2221,C1992,Christian Shaw,30,Female,No,No
S2222,C2439,Gina Baxter,56,Female,Yes,Yes
S2223,C2865,Jerry Trevino,54,Female,Yes,No
S2224,C2865,Sabrina Perez,54,Male,Yes,No
S2225,C1751,Mark Phillips,49,Male,Yes,No
S2226,C2104,Alison Doyle,40,Male,No,Yes
S2227,C1077,Mr. Noah Harris,57,Female,Yes,No
S2228,C1538,Emily Allen,55,Female,Yes,No
S2229,C1184,Casey Wu,52,Male,No,Yes
S2230,C1825,Mary Lyons,62,Female,Yes,No
S2231,C2373,Dr. Elijah Salazar,19,Female,No,No
S2232,C1400,Jordan Bailey,20,Male,Yes,No
S2233,C1586,Danielle Schneider,51,Female,No,No
S2234,C1847,Heather Gonzalez,42,Male,No,No
S2235,C1597,Diana Adams,48,Male,Yes,No
S2236,C1828,Christopher Ramirez,52,Male,No,Yes
S2237,C1640,Timothy Brooks,68,Female,No,Yes
S2238,C1800,Donald Matthews,46,Male,Yes,Yes
S2239,C2098,Suzanne Lawson,51,Male,Yes,No
S2240,C1601,Alyssa Moses,50,Female,Yes,Yes
S2241,C1392,Adam Price,66,Male,No,Yes
S2242,C2744,Carl Jennings,50,Female,No,No
S2243,C2340,Megan Edwards,61,Male,Yes,No
S2244,C2797,Katherine Fernandez,53,Female,No,No
S2245,C1226,Marisa Obrien,48,Female,No,No
S2246,C2156,Alexandria Barnett,54,Male,No,No
S2247,C1248,Christopher Anderson,34,Male,No,Yes
S2248,C2672,Michael Sexton,22,Male,No,Yes
S2249,C2588,James Smith,42,Male,No,No
S2250,C1534,Mark Romero,40,Male,No,Yes
S2251,C2904,Charles Ray,36,Male,Yes,No
S2252,C1775,Jason Fritz,63,Male,Yes,No
S2253,C1802,Amy Martin,53,Male,Yes,No
S2254,C2791,Molly Hunter,40,Female,No,No
S2255,C1559,Courtney Schaefer,32,Female,No,No
S2256,C2181,Wendy Patel,38,Male,Yes,Yes
S2257,C2448,Mrs. Diane Lopez,67,Female,Yes,Yes
S2258,C1242,Marcus Frost,67,Female,Yes,Yes
S2259,C2215,Sarah Simmons,68,Female,Yes,No
S2260,C1391,Brandon Tapia,35,Male,No,Yes
S2261,C2113,Joseph Potter,26,Male,Yes,Yes
S2262,C1778,Valerie Blevins,21,Female,No,No
S2263,C1647,Darren Wilson,41,Female,No,Yes
S2264,C1629,Pamela Durham,68,Male,No,Yes
S2265,C2362,Mario Santiago,61,Male,Yes,Yes
S2266,C2797,Dr. Tracy Walters DDS,54,Male,No,No
S2267,C1981,Brian Edwards,51,Female,No,No
S2268,C1904,Jennifer Becker,54,Female,Yes,No
S2269,C1808,Christopher Sherman,21,Male,No,Yes
S2270,C2948,Dr. Ryan Henderson DVM,36,Female,Yes,No
S2271,C1735,Emily Everett,40,Female,No,Yes
S2272,C2144,Brett Chavez,53,Male,No,No
S2273,C1128,Carrie Pierce,54,Male,No,No
S2274,C1431,John Young,25,Female,Yes,No
S2275,C2249,Sarah Green,52,Male,No,Yes
S2276,C2408,Carl Hendricks,68,Female,No,No
S2277,C2980,David Campbell,40,Female,Yes,Yes
S2278,C1532,Jonathan Horn,43,Male,Yes,No
S2279,C1001,Jessica Fisher,26,Female,No,Yes
S2280,C2069,Kyle Wright,59,Male,Yes,No
S2281,C2611,Jackie Rhodes,42,Female,No,No
S2282,C2310,Amanda Vasquez,27,Male,Yes,No
S2283,C1689,Vincent Perry,31,Female,No,No
S2284,C2164,Kenneth Holland,46,Male,Yes,No
S2285,C2824,Alex White,37,Male,No,Yes
S2286,C1980,Tanya Saunders,38,Female,Yes,No
S2287,C2455,David Morgan,55,Female,No,No
S2288,C2254,Diamond Russell,60,Female,No,No
S2289,C2089,Richard Powell,51,Male,Yes,Yes
S2290,C2278,Charles Hines,34,Female,No,Yes
S2291,C1153,Frances Bullock,29,Male,No,Yes
S2292,C1443,Jamie Barnes,70,Female,No,Yes
S2293,C2069,John Campbell,23,Female,No,Yes
S2294,C2075,Toni Frost,60,Female,Yes,Yes
S2295,C2401,Sabrina Farrell,52,Female,Yes,Yes
S2296,C2419,Aaron Yoder,44,Male,Yes,Yes
S2297,C1515,Joseph Allen,25,Male,No,No
S2298,C1055,Cassidy Carroll,68,Male,Yes,Yes
S2299,C1457,Michael Moore,30,Male,No,No
S2300,C1845,Andrea Dean,19,Male,No,Yes
S2301,C1320,Oscar Tucker,57,Male,Yes,Yes
S2302,C2300,Richard Thompson,46,Female,Yes,No
S2303,C2333,Matthew Gonzalez,28,Female,Yes,Yes
S2304,C1384,Susan Dorsey,64,Female,No,No
S2305,C2881,Dustin Campbell,19,Female,No,No
S2306,C1857,Brent Sanford,30,Female,Yes,No
S2307,C1618,Anthony Anderson,19,Male,Yes,Yes
S2308,C1197,Karen Ellis,27,Male,No,Yes
S2309,C1098,Tamara Sanders,57,Male,Yes,No
S2310,C2413,Russell Oliver,21,Female,No,No
S2311,C1507,Joan Davis,64,Female,No,No
S2312,C1979,Lisa Alexander,22,Male,Yes,No
S2313,C1084,David Benitez,30,Female,Yes,No
S2314,C2931,Robert Hammond,58,Female,No,No
S2315,C2171,Samuel Johnson,41,Male,Yes,Yes
S2316,C2381,Theresa Phillips,32,Female,Yes,No
S2317,C2240,Andrea Moore,31,Male,No,No
S2318,C1091,Michelle Hoffman,38,Male,Yes,No
S2319,C2388,James Ryan,28,Male,No,No
S2320,C1065,Tanya Snow,33,Male,No,Yes
S2321,C2147,Juan Keller,47,Female,No,No
S2322,C2762,Alison Schwartz,54,Male,Yes,No
S2323,C2546,Kevin Barajas,68,Female,No,No
S2324,C1339,Jasmine Morton,49,Male,Yes,No
S2325,C2294,Brenda Williams,51,Female,No,No
S2326,C2612,Donald Sampson,39,Male,No,Yes
S2327,C2733,Michelle Chen,41,Male,No,Yes
S2328,C2334,Jill Hayes,35,Male,Yes,No
S2329,C1190,Sarah Johnson,35,Male,Yes,No
S2330,C1153,James Zuniga,69,Male,No,Yes
S2331,C2628,Scott Adams MD,69,Female,No,Yes
S2332,C1965,Isaac Reynolds,32,Male,Yes,Yes
S2333,C1688,Rodney Curry,41,Male,Yes,No
S2334,C2678,David Woods,20,Female,Yes,No
S2335,C2228,Kimberly Glover,38,Male,Yes,No
S2336,C1347,Brent Meyers,51,Male,Yes,No
S2337,C1300,Steven Walker,30,Female,No,Yes
S2338,C1344,Laura Jordan,41,Female,Yes,Yes
S2339,C2188,Lindsey Franklin,44,Female,No,No
S2340,C1203,Brett Steele,40,Male,No,No
S2341,C1606,Shawn Harper,59,Male,No,Yes
S2342,C1845,Christina Knight,24,Male,Yes,Yes
S2343,C2406,Mrs. Cassidy Thompson,62,Male,Yes,Yes
S2344,C2965,Karen Wright,55,Female,No,No
S2345,C2478,Carlos Lewis,18,Female,Yes,Yes
S2346,C1934,Stephen Fischer,47,Male,Yes,Yes
S2347,C2766,Caleb Scott,50,Female,No,No
S2348,C1326,Taylor Foley,56,Male,No,No
S2349,C1623,Robert Lopez,27,Female,Yes,No
S2350,C2509,Justin Hudson,59,Male,Yes,No
S2351,C1061,Shaun Thompson,46,Male,No,No
S2352,C1061,Roy Smith,54,Female,Yes,Yes
S2353,C2375,Jason Hutchinson,43,Male,Yes,Yes
S2354,C2338,Melinda Kramer,44,Female,Yes,No
S2355,C2962,Brian Rodriguez,63,Female,Yes,No
S2356,C1414,Cameron Coleman,69,Female,No,Yes
S2357,C1054,Jose Durham,70,Male,No,No
S2358,C1430,Erica Mccormick,43,Female,Yes,Yes
S2359,C2943,Darrell Vargas,41,Male,Yes,No
S2360,C1956,Mary White,32,Female,Yes,Yes
S2361,C1764,Nancy Bruce,58,Female,No,No
S2362,C1494,Christopher Daniels,51,Male,Yes,No
S2363,C1878,Katherine Sampson,37,Female,No,Yes
S2364,C2881,Angela Jennings,35,Female,No,Yes
S2365,C2662,Samantha Patrick,23,Female,Yes,Yes
S2366,C1526,Thomas Morrison,30,Male,Yes,No
S2367,C2074,Sean Smith,40,Female,Yes,Yes
S2368,C1552,Shawn Stone,67,Male,Yes,No
S2369,C1022,Brittany Rubio,43,Male,Yes,Yes
S2370,C2759,Linda Hill,64,Female,No,Yes
S2371,C1346,Ryan Dennis,40,Male,Yes,No
S2372,C1351,Kevin Schwartz,42,Female,No,No
S2373,C1811,Brian Stone,28,Female,No,Yes
S2374,C2413,Timothy Bass,65,Female,No,Yes
S2375,C2216,Amanda Levine,21,Male,No,No
S2376,C1481,Zachary Johnson,25,Male,No,No
S2377,C1467,Andrea Cameron,33,Male,Yes,No
S2378,C2450,Paul Adams,64,Male,No,Yes
S2379,C2476,Jorge Smith,53,Female,No,Yes
S2380,C2462,Douglas Harris,23,Female,No,Yes
S2381,C2234,Jennifer Daniels,30,Female,Yes,Yes
S2382,C1112,Timothy Howard,28,Female,No,No
S2383,C2753,Charlotte Nunez,66,Female,Yes,Yes
S2384,C1615,Robert Esparza IV,64,Female,No,Yes
S2385,C2975,Jeffery Thomas,53,Male,No,No
S2386,C2131,Olivia Clayton,42,Female,No,No
S2387,C2592,Natalie Barr,52,Female,Yes,No
S2388,C1853,William Rice,55,Male,No,Yes
S2389,C2664,Vicki Young,56,Male,Yes,Yes
S2390,C1291,Jacob Williams,33,Female,No,Yes
S2391,C2572,Lauren Munoz,32,Female,No,No
S2392,C1385,Mary Collins,50,Female,Yes,Yes
S2393,C2751,Olivia Holland,41,Female,No,Yes
S2394,C1418,Zachary Lopez,21,Female,No,No
S2395,C2969,Teresa Rogers,40,Male,No,No
S2396,C1840,Jordan Smith,53,Male,Yes,No
S2397,C2904,Ralph Bailey,57,Male,No,Yes
S2398,C2793,Cheryl Henry,61,Female,No,Yes
S2399,C1420,Dr. Stephanie Garcia,70,Male,No,Yes
S2400,C1145,Christopher Olson,67,Female,No,Yes
S2401,C1611,Jessica Smith,52,Female,Yes,Yes
S2402,C1963,Rachel Sims,50,Female,Yes,No
S2403,C1329,Sandra Zimmerman,61,Male,No,No
S2404,C2613,Susan Dominguez,18,Male,No,No
S2405,C1646,Veronica Gutierrez,59,Female,Yes,Yes
S2406,C1531,Keith Baldwin,40,Female,Yes,Yes
S2407,C2766,Andrew Wong,58,Male,Yes,No
S2408,C2306,Daisy Guzman,60,Female,No,No
S2409,C1312,Mark Durham,21,Female,Yes,No
S2410,C1205,Andrea Hunter,31,Male,Yes,No
S2411,C2587,Mrs. Brittany Taylor,62,Male,Yes,Yes
S2412,C2388,Joshua Bryan,25,Male,Yes,Yes
S2413,C1995,Kristi Rosario,56,Male,Yes,No
S2414,C1608,Patricia Martinez,30,Female,Yes,No
S2415,C1082,James Bush,39,Male,Yes,No
S2416,C1605,Susan Bowers,34,Female,Yes,Yes
S2417,C2025,Daniel Green,62,Female,No,Yes
S2418,C1152,Robert Carr,47,Female,No,Yes
S2419,C1618,Amy Wong,39,Male,No,No
S2420,C1689,Samantha Clark,42,Male,Yes,Yes
S2421,C2160,Lisa Morrison,42,Male,No,Yes
S2422,C1856,Dawn Davis,39,Male,No,No
S2423,C2308,Cheryl Cook,70,Male,Yes,No
S2424,C2598,Samuel Moore,66,Male,No,No
S2425,C2898,Jason Suarez,21,Male,Yes,No
S2426,C1965,Jonathan Anderson,67,Male,No,Yes
S2427,C1672,Mr. Shawn Davis,63,Female,No,No
S2428,C2768,Lee Rogers,37,Male,Yes,No
S2429,C1035,Stephanie Anderson,43,Female,Yes,Yes
S2430,C2848,Joseph Long,52,Male,Yes,No
S2431,C2443,Christopher Pope,56,Female,Yes,No
S2432,C1929,Dana Bennett,64,Male,Yes,No
S2433,C1081,Colin Weeks,32,Male,Yes,No
S2434,C1756,Cynthia Sanford,23,Female,Yes,No
S2435,C2379,Michelle Gray,24,Male,No,Yes
S2436,C2076,Vanessa Wood,70,Female,No,No
S2437,C2838,Regina Lawrence,25,Male,No,No
S2438,C1496,Kathleen Harris,44,Female,Yes,Yes
S2439,C1365,Victoria Brown,59,Female,Yes,No
S2440,C1336,Jeremy Schaefer,62,Female,Yes,No
S2441,C1465,Gregory Schwartz,27,Male,No,Yes
S2442,C2018,Eugene Macias,61,Male,Yes,Yes
S2443,C2339,Jimmy Pratt,20,Female,Yes,Yes
S2444,C1745,Nathan Graves,53,Male,No,Yes
S2445,C2417,Paul Baldwin,25,Female,No,Yes
S2446,C1484,Alison Davis,28,Male,No,No
S2447,C2640,Kristine Burns,55,Female,No,No
S2448,C1301,James Schultz,68,Male,Yes,Yes
S2449,C1865,Jared Oneill,41,Female,Yes,No
S2450,C1599,Amanda Thomas,43,Male,Yes,No
S2451,C1069,Tiffany Williams,24,Male,No,No
S2452,C2196,Matthew Velazquez,66,Female,No,No
S2453,C1144,Jeremy Brown,61,Male,No,No
S2454,C2516,Thomas Green,39,Female,No,Yes
S2455,C1832,David Zavala,47,Female,No,Yes
S2456,C2359,Tyler Gonzalez,37,Male,Yes,Yes
S2457,C2761,Renee Lee,19,Female,No,Yes
S2458,C2332,David Wallace,31,Female,Yes,Yes
S2459,C1219,Christopher Williams,24,Male,Yes,Yes
S2460,C1847,Zoe Cross,34,Male,Yes,Yes
S2461,C2219,Julie Peterson,32,Female,No,No
S2462,C1721,Christine Johnson MD,46,Female,Yes,No
S2463,C1480,Christopher Reese,41,Male,No,Yes
S2464,C1352,Alicia Ramos,57,Female,Yes,Yes
S2465,C2234,Tiffany Cruz,69,Male,Yes,No
S2466,C2868,Ashley Reed,39,Female,Yes,No
S2467,C1193,Marcus Carr,57,Male,No,No
S2468,C1425,Tiffany Hudson,59,Female,Yes,No
S2469,C1071,Barbara Herrera,69,Male,No,No
S2470,C2283,Jason Fry,66,Male,No,Yes
S2471,C1551,Christopher Vincent,56,Female,Yes,Yes
S2472,C1680,Christopher Black,63,Female,No,No
S2473,C1404,Kristin Thompson,56,Female,Yes,No
S2474,C1145,Michael Houston,22,Female,Yes,No
S2475,C2632,Diana Rogers,40,Male,Yes,No
S2476,C1985,Vincent Martinez,69,Male,No,Yes
S2477,C2013,Amy Phillips,26,Female,Yes,Yes
S2478,C1436,Nicole Pineda,42,Female,Yes,No
S2479,C1532,Robin Bradford,62,Male,Yes,Yes
S2480,C2855,Bryan Clements,27,Male,No,Yes
S2481,C2719,Misty Lewis,30,Female,No,No
S2482,C2024,Megan Lewis,66,Female,Yes,No
S2483,C1484,Jacob Lopez,42,Male,Yes,Yes
S2484,C2758,Vincent Massey,42,Female,Yes,Yes
S2485,C2970,Lindsay Garcia,62,Male,Yes,No
S2486,C1591,Mrs. Nicole Sutton,44,Male,No,Yes
S2487,C1186,Christopher Cooper,59,Male,Yes,No
S2488,C1499,Laurie Brown,54,Female,No,Yes
S2489,C2385,Joshua Day,20,Female,Yes,No
S2490,C1934,Michael Garcia,62,Male,No,No
S2491,C1173,Krystal Owens,56,Female,Yes,Yes
S2492,C2721,Kathleen Lowe,28,Female,Yes,No
S2493,C1633,Chelsea Huffman,55,Male,No,No
S2494,C2110,James Schmidt,51,Male,No,Yes
S2495,C1070,Nicholas Williams,67,Male,No,No
S2496,C2166,David Orr,49,Female,Yes,Yes
S2497,C2025,Elaine Sexton,36,Male,No,No
S2498,C1902,Connie Weber,28,Male,Yes,No
S2499,C2890,Emily Robinson,69,Male,No,No
S2500,C2899,Jordan Brown,27,Male,Yes,Yes
S2501,C2679,Troy Roberts,58,Female,Yes,Yes
S2502,C1839,Cynthia Aguirre,44,Male,Yes,No
S2503,C1375,Christine Edwards,23,Male,Yes,Yes
S2504,C2227,Julie Stewart,36,Male,Yes,No
S2505,C2908,Kyle Conrad,30,Male,Yes,No
S2506,C1219,Christina Wood,54,Female,Yes,Yes
S2507,C1122,Shawn Craig,53,Male,No,Yes
S2508,C1665,Julia Strickland,54,Female,Yes,Yes
S2509,C1666,Traci Chambers,70,Male,No,No
S2510,C2668,Melissa Gates,38,Female,Yes,No
S2511,C1754,Mario Schwartz,40,Male,Yes,No
S2512,C2712,Rodney Guzman,62,Male,Yes,No
S2513,C2858,Jasmine Owens,66,Female,Yes,No
S2514,C2880,Mary Jimenez,52,Male,Yes,Yes
S2515,C2011,Misty Hanson,21,Male,No,Yes
S2516,C1643,Mason Chavez,44,Female,No,Yes
S2517,C1918,Laurie Weber,27,Male,Yes,No
S2518,C2288,Debra Mccann,19,Female,Yes,No
S2519,C1201,Jennifer Cooper,61,Male,Yes,Yes
S2520,C1074,Luis Contreras,29,Male,No,No
S2521,C1935,Patrick Roberts,69,Male,No,Yes
S2522,C2304,Amber Johnson,54,Male,No,No
S2523,C2787,Brandon Whitney,67,Male,Yes,Yes
S2524,C2729,Jason Clayton,61,Male,Yes,No
S2525,C1040,Anthony Green,68,Male,Yes,Yes
